image_path,clean_class
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_427480.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_429452.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_430586.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_431496.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_433507.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_433979.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_434117.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_434222.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_434530.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_434567.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_43496.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_43498.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_435313.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_435662.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_435680.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_43640.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_437070.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_437974.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_438349.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_438586.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_439431.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_441459.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_441759.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_445592.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_447393.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_447518.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_448120.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_450209.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_451221.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_451570.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_452599.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_456339.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_457259.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_457494.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_458715.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_4594.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_461304.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_461920.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_462828.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_464019.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_464829.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_470624.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_471585.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_472273.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_472660.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_473164.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_473242.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_473519.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_475621.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_477904.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_479018.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_479868.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_481706.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_482591.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_482816.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_483770.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_483809.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_4856.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_48577.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_485982.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_486237.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_486384.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_486684.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_488204.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_48921.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_490168.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_49018.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_493309.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_493321.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_493957.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_494835.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_495324.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_496221.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_498839.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_498908.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_499590.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_500110.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_500548.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_501195.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_501847.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_504572.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_505203.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_505287.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_505537.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_509632.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_509781.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_510160.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_510579.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_510665.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_512208.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_512568.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_513394.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_514048.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_514496.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_515058.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_516316.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_516686.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_517905.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_523094.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_523610.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_525728.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_526039.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_527103.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_527267.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_528360.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_528920.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_529830.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_530007.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_532614.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_533676.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_533782.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_534803.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_537620.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_537813.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_539510.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_539783.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_539990.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_540609.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_542689.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_543820.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_544124.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_544571.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_54670.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_548007.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_548286.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_548476.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_54894.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_551149.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_551307.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_55138.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_556440.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_556551.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_557434.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_559956.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_56149.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_563741.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_563946.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_564743.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_566153.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_566199.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_566526.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_566743.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_567014.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_567721.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_568774.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_569099.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_570600.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_572488.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_572952.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_574581.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_578488.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_579603.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_579750.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_580056.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_580358.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_582109.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_583780.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_585182.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_586361.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_586398.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_586942.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_58781.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_589252.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_59134.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_59156.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_591946.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_592368.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_593667.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_59412.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_594409.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_594467.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_59525.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_599498.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_600869.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_600895.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_601267.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_601505.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_601767.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_602218.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_603433.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_603469.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_604486.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_604514.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_606779.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_607212.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_60767.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_608981.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_609050.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_609988.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_610298.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_610510.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_611784.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_613176.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_613947.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_614099.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_615067.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_616190.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_616831.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_617059.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_617376.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_619292.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_621867.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_622675.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_624969.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_625474.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_630078.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_630601.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_63114.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_631766.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_632196.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_634492.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_63566.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_636029.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_63678.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_639899.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_640070.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_641300.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_642093.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_642404.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_645219.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_64547.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_647211.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_647342.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_650033.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_650708.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_650933.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_651916.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_652880.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_653295.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_653686.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_653818.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_654116.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_656575.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_656824.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_658445.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_658487.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_66041.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_661553.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_663334.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_663453.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_665931.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_666432.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_667843.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_669472.jpg,ig
D:\AI_08_V1\Data\images\pbc_barcelona\PBC_dataset_normal_DIB\ig\MMY_670491.jpg,ig
