image_path,source_folder,original_class,clean_class
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1686.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1687.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1688.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1689.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1690.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1691.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1692.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1693.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1694.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1695.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1696.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1697.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1698.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1699.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1700.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1701.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1702.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1703.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1704.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1705.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1706.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1707.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1708.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1709.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1710.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1711.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1712.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1713.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1714.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1715.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1716.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1717.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1718.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1719.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1720.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1721.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1722.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1723.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1724.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1725.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1726.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1727.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1728.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1729.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1730.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1731.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1732.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1733.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1734.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1735.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1736.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1737.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1738.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1739.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1740.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1741.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1742.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1743.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1744.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1745.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1746.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1747.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1748.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1749.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1750.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1751.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1752.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1753.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1754.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1755.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1756.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1757.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1758.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1759.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1760.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1761.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1762.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1763.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1764.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1765.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1766.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1767.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1768.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1769.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1770.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1771.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1772.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1773.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1774.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1775.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1776.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1777.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1778.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1779.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1780.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1781.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1782.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1783.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1784.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1785.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1786.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1787.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1788.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1789.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1790.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1791.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1792.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1793.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1794.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1795.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1796.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1797.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1798.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1799.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1800.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1801.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1802.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1803.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1804.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1805.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1806.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1807.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1808.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1809.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1810.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1811.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1812.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1813.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1814.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1815.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1816.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1817.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1818.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1819.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1820.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1821.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1822.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1823.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1824.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1825.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1826.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1827.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1828.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1829.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1830.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1831.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1832.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1833.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1834.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1835.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1836.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1837.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1838.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1839.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1840.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1841.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1842.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1843.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1844.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1845.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1846.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1847.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1848.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1849.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1850.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1851.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1852.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1853.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1854.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1855.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1856.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1857.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1858.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1859.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1860.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1861.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1862.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1863.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1864.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1865.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1866.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1867.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1868.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1869.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1870.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1871.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1872.jpeg,main,Late erythroblast,Late erythroblast
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Late erythroblast\Late erythroblast_1873.jpeg,main,Late erythroblast,Late erythroblast
